image_id,region_name,Macroalgae,Rubble,Crustose coralline algae,Bare substrate,Sand,Turf algae,Porites,Hard coral,Soft coral,Acropora,Tape,Pocillopora,Dead coral,Montipora,Cyanobacteria,Sponge
051d68e9-3311-463e-9e7b-cc05efc3322b,Central Indo-Pacific,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
0530264d-10c8-4aa7-966e-eafa2b5a0c82,Central Indo-Pacific,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0548ff9a-aeff-4fa9-8427-80c68dd07c42,Central Indo-Pacific,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
05490150-6193-451d-b5e6-6de73b2571db,Central Indo-Pacific,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
054e23c9-60b3-45a2-a62e-1ef7265b02a6,Central Indo-Pacific,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
0570ccaf-3db2-4538-836c-f637b31650f4,Central Indo-Pacific,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
0575d975-851e-40b7-85cb-986931368f93,Central Indo-Pacific,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
059e63de-0bb8-4a81-ad6f-292ce5aa9888,Central Indo-Pacific,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
05a882ef-ef3f-4c4f-8a29-be06aaa282e6,Central Indo-Pacific,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
05f5ebfb-accb-40b0-a08e-aa773a9114f0,Central Indo-Pacific,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
05fa09b8-4bcd-45e5-bf26-4297896ca52f,Central Indo-Pacific,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
06168b6a-99b2-40f3-a704-86b6110cbe4f,Central Indo-Pacific,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0622e81a-6f73-492f-9614-87e5227de434,Central Indo-Pacific,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
062404d4-c0af-4ea8-a425-d63019838c62,Central Indo-Pacific,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
067d7073-3fe5-4be3-9b74-1bd87601e122,Central Indo-Pacific,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
06960775-a2e0-4c9d-a42d-2f111aedf3ec,Central Indo-Pacific,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
06a816a8-3a0a-4d5d-8be6-a67ce7f57967,Central Indo-Pacific,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
06a8eafb-d52d-44df-960c-0cd3906e7b83,Central Indo-Pacific,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
06af8ef4-9ede-4e28-95fb-e7cecba7193a,Central Indo-Pacific,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
06b33c9d-661b-410c-b563-d8c67fd0d260,Central Indo-Pacific,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
06f17d40-0b92-4be9-af3c-abf3636845b2,Central Indo-Pacific,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
06fb79ec-0b75-4fff-8bad-7a398f03f9ba,Central Indo-Pacific,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0705d069-72fb-4002-a551-1ee30d6b6653,Central Indo-Pacific,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
07299a3c-899e-40a0-a432-5a33bfc6eadc,Central Indo-Pacific,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
074ca801-3bb9-420d-8b2c-302422e296e9,Central Indo-Pacific,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
075c4e7c-cde6-4cbd-8cdd-988433935c4b,Central Indo-Pacific,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
076278d1-2be0-49af-a186-92e4fab86e79,Central Indo-Pacific,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0792888f-3fe2-43f5-8ae5-6cf381f47761,Central Indo-Pacific,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
07ac3180-8fed-4a46-92f9-8dcb4a6b8c7b,Central Indo-Pacific,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
07c7b82b-5ede-4fed-a233-ff1ea605a0d0,Central Indo-Pacific,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
07def4ea-4414-4346-8bb7-b17c1dbea9b1,Central Indo-Pacific,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
07e2b810-1d9f-4b86-9c8e-3d8be688cd91,Central Indo-Pacific,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
080bd640-8779-4361-81eb-2510f5976538,Central Indo-Pacific,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
080fbba3-f90c-42ad-9f82-1709cdc155de,Central Indo-Pacific,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0822132e-b114-44c5-8d02-aed1a18c0238,Central Indo-Pacific,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
08227c00-302a-4b5f-9a08-58d9b1675704,Central Indo-Pacific,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0846dcb4-7dac-47a7-bc8a-c3287bc96f8b,Central Indo-Pacific,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
08543718-5f4c-4780-b1bd-7c0a6534e264,Central Indo-Pacific,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
08578be1-e150-445b-93df-6df94a63d7c9,Central Indo-Pacific,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
085a0525-f1ba-4126-ba91-1e6fdf6879e1,Central Indo-Pacific,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
087fa38a-91e3-4081-8da3-0f71e1c5f67f,Central Indo-Pacific,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
088db963-9cbf-4cfa-a9a4-18070db71d16,Central Indo-Pacific,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
089e0f3c-8b6b-4548-b3e3-2cb1f25c22ee,Central Indo-Pacific,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
08b12e14-7d3c-425c-aedd-7a552a49b2f7,Central Indo-Pacific,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
08d02e3b-fda6-4fe1-ab36-1457c0b14b9f,Central Indo-Pacific,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0905a907-8882-4424-b826-3a286f438660,Central Indo-Pacific,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
090c7935-af3e-4473-b2ff-e1d7b57da9a7,Central Indo-Pacific,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
093d4ef6-560a-4f97-b7eb-78707bd4c5f6,Central Indo-Pacific,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
0952ec9f-0413-4afc-bc8f-4e86f07b8671,Central Indo-Pacific,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
09a43031-ced0-4d27-9ee6-9e12aba55769,Central Indo-Pacific,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
09c06588-d026-406e-bdf2-8fa3571db6c1,Central Indo-Pacific,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
09d7217b-5254-4e18-b458-5c11ce592af2,Central Indo-Pacific,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
09e8a9b4-b85e-46db-8531-3f5da6e7122a,Central Indo-Pacific,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
09edd82c-60b1-4bda-9d23-fb416ce74ecd,Central Indo-Pacific,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0a008bd6-11b9-4cf9-9b66-c540fe0a3ec6,Central Indo-Pacific,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0a103198-5717-4a50-a4b2-2981b14b0902,Central Indo-Pacific,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0a30644c-9f4b-4a0f-8b77-8a451a6e79e0,Central Indo-Pacific,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
0a3dac05-9f7a-4406-9d82-6c22c6e26d31,Central Indo-Pacific,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
0a4cfda9-2b7a-4486-8c6e-f9dd13227a2a,Central Indo-Pacific,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0a5586ce-35ac-43c6-9042-3cbb1f5fd93c,Central Indo-Pacific,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0a5b2554-6821-4495-8b00-613c24e8a7ee,Central Indo-Pacific,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0a99cfaa-b5b3-4747-ab2b-091ec93b905d,Central Indo-Pacific,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0
0a9c3be7-282c-42d0-9237-560522f1d760,Central Indo-Pacific,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0
0adec679-92a6-4bc3-83a8-01eee08e64c4,Central Indo-Pacific,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0aee2077-a74a-4d29-ab5c-638f74f4839c,Central Indo-Pacific,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
0af8dd0f-861d-470e-aa8d-cf30e77f577d,Central Indo-Pacific,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0afff764-27ab-4706-bdca-c5ebc54d53ee,Central Indo-Pacific,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0b08328b-8168-4f4d-a0e4-6429610988fc,Central Indo-Pacific,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0
0b0c2f14-80eb-4d58-b951-f643f56ba60f,Central Indo-Pacific,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0b161ecf-9de6-4094-b0f5-21e6ea90382e,Central Indo-Pacific,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0b45f137-7fbe-4e48-bc9a-0f5438ccb860,Central Indo-Pacific,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0b5a8baa-ca72-41f0-a19f-c5e0bdd1fd37,Central Indo-Pacific,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0b62482b-2cf0-42af-90c3-0a288ae90b1a,Central Indo-Pacific,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0ba8d49d-2a99-4df3-a608-42fca3924c9a,Central Indo-Pacific,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
0bc43950-c5fa-4c11-9250-82fc55226b49,Central Indo-Pacific,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0
0bcd9fd7-cbb6-4ffa-869d-ec9967e1c7dd,Central Indo-Pacific,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0bfbc917-23a0-44c7-a1aa-25fd52bf9578,Central Indo-Pacific,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0c0b641f-2272-4e7f-b6d9-577691ad1aca,Central Indo-Pacific,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
0c20e474-0d0c-4547-b76f-ea40730dc96a,Central Indo-Pacific,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0c230029-2de3-4c40-b995-ac24d0f37a8b,Central Indo-Pacific,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1
0c334ed1-c1fe-48e3-8b96-53a70049c74f,Central Indo-Pacific,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0c65a6b4-dfd5-43bf-b4f1-cdb6989cbea2,Central Indo-Pacific,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0c83c435-7f5b-4526-9303-9af9e2458130,Central Indo-Pacific,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
0c9432da-d866-44e9-887f-e6997fd165a2,Central Indo-Pacific,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
0ca52bdc-757e-4c24-b678-5d04f447ce44,Central Indo-Pacific,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0cfee33a-bcb1-466a-ad7f-58cfaf6491ae,Central Indo-Pacific,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0d2b6a0e-d14b-47b7-91ae-87627a3121bf,Central Indo-Pacific,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0d2f3b78-727b-4e82-ac71-27684569ee1b,Central Indo-Pacific,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0d3d9e3b-afeb-4804-a3d1-ad87938a9cc6,Central Indo-Pacific,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0d43eaba-4ac6-4616-9980-28e094c9d479,Central Indo-Pacific,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
0d459e68-c2cc-44f8-8044-419891fdb7ca,Central Indo-Pacific,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0d5e355c-c524-4605-9567-42df977afd21,Central Indo-Pacific,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0d6fc4e2-cfce-4671-976e-4b03fdc83898,Central Indo-Pacific,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0d80dfa1-a39d-421b-92e8-d3f8e88d063d,Central Indo-Pacific,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
0d88cdc9-d6a6-497a-b2e2-eb01a73446c2,Central Indo-Pacific,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0dade788-ee04-41d0-a14c-989331281ea7,Central Indo-Pacific,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0db0402b-ab92-4942-a3af-c924ca1d604e,Central Indo-Pacific,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
0de490d7-e7a0-4eaa-b641-29b1ea273796,Central Indo-Pacific,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0de85e6b-4964-4bea-8121-855e485aa10c,Central Indo-Pacific,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0e0e8a57-47e5-40f0-8416-36ec884f85da,Central Indo-Pacific,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0e1ec7d9-6bcd-41b1-9c4c-cf1df710a768,Central Indo-Pacific,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0e34f8b2-b2bf-471d-ad56-6f55230d541a,Central Indo-Pacific,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
0e389ff8-b5fc-409b-9079-bf71977716cc,Central Indo-Pacific,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0e407bab-5ae2-4a4a-9265-d65e9e58fd7f,Central Indo-Pacific,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0e559524-ede9-41a7-b0a5-b1c29559513b,Central Indo-Pacific,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0e6ab934-e4be-4e17-b696-18e0412575b8,Central Indo-Pacific,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
0e6ffa7c-cfb8-4592-8796-0196e014c76e,Central Indo-Pacific,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
0e72f055-8599-414b-bb5c-f12c2b8ed126,Central Indo-Pacific,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
0e7ed343-64f8-482d-9c7f-a6bd6ee1cc7b,Central Indo-Pacific,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0e855f42-d113-48e9-bd6c-54395aaac284,Central Indo-Pacific,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0ea08b2f-1fe9-4a28-bc04-b2ce30128982,Central Indo-Pacific,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0eb0af81-597b-41d0-8f2a-8f5ce2634572,Central Indo-Pacific,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
0ecc26d6-59eb-4205-bb3c-56c25cb0b784,Central Indo-Pacific,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0eebe91d-da61-4857-b9d1-c52147f5eab6,Central Indo-Pacific,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0f033fb7-7e24-4a9d-838e-a2a3b2221964,Central Indo-Pacific,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
0f0472eb-3c4b-4fe2-917a-b39f464a28fa,Central Indo-Pacific,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0f12cabb-775d-4406-919d-f7b5f6b27d95,Central Indo-Pacific,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
0f3f254c-624c-44a4-942f-55d1e0081cdd,Central Indo-Pacific,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0f946df3-c0ae-4d78-85e5-58b5f962a7a2,Central Indo-Pacific,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0f9890f6-5c04-4deb-b1b2-c7b512eadabf,Central Indo-Pacific,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
0feac2c6-fe12-4224-b5ab-2f8e01c6aed8,Central Indo-Pacific,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
0fedb276-18bb-45cd-874c-974c1fec0547,Central Indo-Pacific,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0ff669fc-2f44-41f7-bb11-77384eb11af9,Central Indo-Pacific,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0ff6fc5d-b889-42eb-8831-8259fda0f33b,Central Indo-Pacific,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
101cc363-3d8c-4400-ad35-a80966f7f75e,Central Indo-Pacific,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1085334f-44f7-47c9-8d19-26ba00a56db5,Central Indo-Pacific,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10942519-51df-4c6b-82ec-8f4fae53f8c1,Central Indo-Pacific,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10aad635-25fc-4ea6-bdf6-2b82027e4a01,Central Indo-Pacific,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0
10e52a1c-9502-4f4b-89f4-549f78efc95d,Central Indo-Pacific,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
11334a0c-059d-4aba-9764-6a16c9305a07,Central Indo-Pacific,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
