image_id,Macroalgae,Rubble,Crustose coralline algae,Bare substrate,Sand,Turf algae,Porites,Hard coral,Soft coral,Acropora,Tape,Pocillopora,Dead coral,Montipora,Cyanobacteria,Sponge
023b7a5a-0437-40d5-aef8-c2163dcaa191,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
025cee8c-65f3-48f0-98b6-e2ef90dfd72d,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
02675692-1856-48d4-bf61-84781523b69e,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
02720dab-25a9-41ed-9414-f8399f9fc0b8,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
02784d56-69e8-42e1-a1e6-b766454e245c,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
02843fe3-157f-4e87-b7ff-539304d09616,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
028684fa-eec9-4b5d-af35-a6f4ee52c67d,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
0294a1dd-6160-404e-8919-324055726f6d,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
029ea9af-7cf5-4e29-bc01-fa240067be88,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
02a0b38d-ccbf-4920-ad79-ecf063c1954a,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
02baa7b9-ce88-4b63-910c-a8c7e54ee164,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
02c71cc0-b492-4ace-b7f1-66af79abcb4e,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0
02e2a87f-78f7-40c3-9d51-b7ba18825f81,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
02e2e379-e2ed-474d-92ce-b60d93a8cd4f,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
02e34640-c3f7-4cb5-84a7-76d6474a1a0f,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
02f3db2d-1ce2-4b8b-8223-0c0ceb674e7c,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
030e1d56-634f-4d9e-9cef-afad37af200d,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
03149e77-1ca9-4816-8ad7-dcca9802db0b,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0316e0a3-0a0b-463e-93bf-c0ccebeac016,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
031ac11f-cff9-4bed-9fd0-f5301437eb0a,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
031f49f1-c046-48fb-bfb6-85573658c94d,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0336796e-4e88-4594-b8da-330a468fd810,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0338ff7c-c133-40d9-8a5e-734366da11ef,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0369e544-741b-4d41-a8dc-910edb7496b5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
03703000-549a-4c17-b8ad-3ead4249c670,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
03744bf1-49b7-46d5-874d-bae4b0053784,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
037af395-3277-4baf-9d1b-8f76b41f6b16,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
037cae33-7085-48d9-ac53-e6719c177253,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0381d1c3-3af4-4c87-b38b-3f5db42b053c,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
03853f67-d9e3-4cf4-98a3-325c69320748,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
038a2642-3a59-4ff4-a0bd-2f2c3afef131,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
038fff1b-4e5b-487e-92d4-6e203c69082c,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
039dae6f-c3e2-4ca7-b4fb-6d2071703ab5,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
03ae6067-6717-4401-8128-cf71b4e2ff1d,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
03b17b71-29f8-405b-bce9-6071f5e66484,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
03c72352-99ba-42a6-8940-26e96e5f5830,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
03d8f417-3ff9-4a46-94f0-1e61667db85b,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
03de1712-2b34-4f2c-a9e2-07ccef61894d,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
03de1a0f-4746-43a8-8de3-90746b2cf0c1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03e6bdc6-9c8a-4e0e-ab4c-ffa854d1cef2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
03fcac65-3061-4402-889c-383cc1274f7a,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
04033750-cb03-4803-a289-70b9b5b8a220,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
040db350-7b3e-4127-b4dd-1e1d9d617ea4,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
040df433-b75d-4162-af39-c2e60133b144,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0428c24f-fbb1-478e-84cd-969d9ad1019e,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
043361fc-4d8c-4d55-b389-0929a0019738,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
043e47f0-83a1-4535-a66f-7be719602efe,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
043f623b-6c69-463c-bdf6-3fbb46578b1f,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0
04437834-4a21-4de6-b2d1-92eedddc0173,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
045eec49-ee88-48db-88aa-0e8af68dad12,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
04600329-9ddf-482e-b591-3c60d65e4802,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
0464876a-4d17-43b8-ae51-fac431c4f637,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0
0479ce9b-a962-4a57-b64e-974c865ee9fa,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
048c98fc-1447-4bef-9966-802c73236363,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0490eb7d-8ee9-44a0-b9c2-11973314709a,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
04a3caa4-c470-49ee-ab67-69272d284aed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
04a6738e-7426-4bee-a826-e164cb09decf,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
04a94f49-77a7-4997-a3c8-a470b5cda3af,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
04afff7a-5bd1-4c10-8c93-10e38da58d3a,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
04d6da1c-9e7d-4f4f-a890-aae5f95f8038,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1
04ddf077-1ad6-4c7b-aa2f-17a83f6735b4,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0
04df5c24-4880-4729-a20f-29c9ec01a26f,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
04f43bb9-5679-482a-b4fc-fbc750dd941a,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
050ef335-e56b-4e52-a547-910e5d0b5540,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
05167b03-b092-4c2a-a04a-d78ebaee1b11,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
051d68e9-3311-463e-9e7b-cc05efc3322b,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
0520b992-d0e2-42c9-a65f-c09a34491ec8,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
0530264d-10c8-4aa7-966e-eafa2b5a0c82,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0536edd8-f829-4a7d-99ca-1a891b202fc3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0545b121-6653-489c-94e5-e4c12c4d73a9,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0548ff9a-aeff-4fa9-8427-80c68dd07c42,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
05490150-6193-451d-b5e6-6de73b2571db,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
054e23c9-60b3-45a2-a62e-1ef7265b02a6,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
0551e303-2897-4d54-8ee6-22128bca4f82,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0556e09a-ecd9-4e91-8cbc-ee8bb98bf13b,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0570ccaf-3db2-4538-836c-f637b31650f4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
0575d975-851e-40b7-85cb-986931368f93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0577dfa2-364f-4f5f-a511-79403b31cada,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
059e63de-0bb8-4a81-ad6f-292ce5aa9888,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
05a043cb-64ac-48f6-a7c3-c3ffecd6016c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
05a882ef-ef3f-4c4f-8a29-be06aaa282e6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
05d365a6-ec7e-436e-a902-69335521d225,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
05f3e242-9591-4cc1-9223-767c22c80ae8,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
05f5ebfb-accb-40b0-a08e-aa773a9114f0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
05fa09b8-4bcd-45e5-bf26-4297896ca52f,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
06168b6a-99b2-40f3-a704-86b6110cbe4f,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
061c80f8-462e-400c-9199-cf81f732cefb,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0622e81a-6f73-492f-9614-87e5227de434,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
062404d4-c0af-4ea8-a425-d63019838c62,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0640a5e9-17d5-4f91-9b85-d500f4454a82,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
0672bc21-0bf8-4694-9963-e6f81ae181b8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
067d7073-3fe5-4be3-9b74-1bd87601e122,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
06960775-a2e0-4c9d-a42d-2f111aedf3ec,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
06a816a8-3a0a-4d5d-8be6-a67ce7f57967,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
06a8eafb-d52d-44df-960c-0cd3906e7b83,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
06ae85a3-2540-4484-983c-b141170592eb,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
06af8ef4-9ede-4e28-95fb-e7cecba7193a,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
06b33c9d-661b-410c-b563-d8c67fd0d260,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
06ba410a-bc32-4693-82e8-1e5e90309e68,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
06de4b82-2802-4130-9f45-6f95b9fcbfaa,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
06eb75a3-e086-467e-92fa-5bdfb0a8aa0d,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
06f17d40-0b92-4be9-af3c-abf3636845b2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
06fb79ec-0b75-4fff-8bad-7a398f03f9ba,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0705d069-72fb-4002-a551-1ee30d6b6653,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
07153d74-b46a-425e-be2e-a87b36450d7b,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
07290c3a-bff7-48e5-9124-866b679e2862,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1
07299a3c-899e-40a0-a432-5a33bfc6eadc,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
074ca801-3bb9-420d-8b2c-302422e296e9,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
075c4e7c-cde6-4cbd-8cdd-988433935c4b,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
07616807-0da1-4138-9529-99be9bbf6df5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
076278d1-2be0-49af-a186-92e4fab86e79,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0772beb9-423c-454f-aafa-31038ccd3882,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0
0792888f-3fe2-43f5-8ae5-6cf381f47761,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
07ac3180-8fed-4a46-92f9-8dcb4a6b8c7b,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
07ae1380-6266-4bfc-856e-db50b5b8801d,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
07c7b82b-5ede-4fed-a233-ff1ea605a0d0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
07def4ea-4414-4346-8bb7-b17c1dbea9b1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
07e2b810-1d9f-4b86-9c8e-3d8be688cd91,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
07f71993-f678-49d4-84c8-6e5ab4b41c64,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
080bd640-8779-4361-81eb-2510f5976538,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
080fbba3-f90c-42ad-9f82-1709cdc155de,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0820ca81-b3ea-4525-af31-79a07ace5e57,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0822132e-b114-44c5-8d02-aed1a18c0238,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
08227c00-302a-4b5f-9a08-58d9b1675704,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0827e389-5b56-4846-b186-b975d81ca226,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
08428ecd-e15c-407c-b6be-29490f82b8c6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0846dae0-a3c4-4563-9b65-8fc975de721c,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
0846dcb4-7dac-47a7-bc8a-c3287bc96f8b,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
08543718-5f4c-4780-b1bd-7c0a6534e264,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
08578be1-e150-445b-93df-6df94a63d7c9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
085a0525-f1ba-4126-ba91-1e6fdf6879e1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
086d7044-b4e4-45f1-8189-ccf6dc4687c7,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
086dfe62-bcc0-4dd3-a593-a41472d08a38,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
087de3f6-41c9-4ae2-bf71-a19a6e4fa615,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
087fa38a-91e3-4081-8da3-0f71e1c5f67f,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0883cc49-6585-4775-a42f-39e4f97c6979,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
088db963-9cbf-4cfa-a9a4-18070db71d16,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
089bcbfe-a01e-4770-aed1-db4f8d7b3ab5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
089e0f3c-8b6b-4548-b3e3-2cb1f25c22ee,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
08b12e14-7d3c-425c-aedd-7a552a49b2f7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
08d02e3b-fda6-4fe1-ab36-1457c0b14b9f,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
08d45f32-8618-4a96-bfb1-57b3bba86657,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
08da0a96-ff5a-4f7b-aa57-af8ec15e8cc8,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
09015c72-0db0-4916-b521-8bf9174246e3,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
0905a907-8882-4424-b826-3a286f438660,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
090c7935-af3e-4473-b2ff-e1d7b57da9a7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0936c4ed-3627-4ffe-8df5-bf4fc212632b,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
093d4ef6-560a-4f97-b7eb-78707bd4c5f6,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
0952ec9f-0413-4afc-bc8f-4e86f07b8671,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
0991f7af-ae8c-4051-a90f-eba3bc222cef,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
09a43031-ced0-4d27-9ee6-9e12aba55769,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
09bf1f99-6203-45fb-ae62-b8a7560b4e35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
09c06588-d026-406e-bdf2-8fa3571db6c1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
09d7217b-5254-4e18-b458-5c11ce592af2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
09e8a9b4-b85e-46db-8531-3f5da6e7122a,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
09edd82c-60b1-4bda-9d23-fb416ce74ecd,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
09f12c9a-8b2c-4bfc-bb54-7210c45de6c3,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0
0a008bd6-11b9-4cf9-9b66-c540fe0a3ec6,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0a103198-5717-4a50-a4b2-2981b14b0902,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0a30644c-9f4b-4a0f-8b77-8a451a6e79e0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
0a3629a6-4cfb-48f3-a6ba-e46d66577547,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0a3dac05-9f7a-4406-9d82-6c22c6e26d31,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
0a4918f7-8294-422b-8141-5e1713f2b534,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1
0a4cfda9-2b7a-4486-8c6e-f9dd13227a2a,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0a509a6b-16da-48b0-98ee-3a3c24f03258,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
0a5586ce-35ac-43c6-9042-3cbb1f5fd93c,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0a5b2554-6821-4495-8b00-613c24e8a7ee,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0a99cfaa-b5b3-4747-ab2b-091ec93b905d,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0
0a9c3be7-282c-42d0-9237-560522f1d760,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0
0adec679-92a6-4bc3-83a8-01eee08e64c4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0aee2077-a74a-4d29-ab5c-638f74f4839c,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
0af8dd0f-861d-470e-aa8d-cf30e77f577d,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0afa6e23-a4c3-44d6-9816-d82f13ecd6a6,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
0afff764-27ab-4706-bdca-c5ebc54d53ee,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0b0069c5-7856-4464-91fe-426ac890b270,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
0b08328b-8168-4f4d-a0e4-6429610988fc,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0
0b0c2f14-80eb-4d58-b951-f643f56ba60f,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0b161ecf-9de6-4094-b0f5-21e6ea90382e,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0b45f137-7fbe-4e48-bc9a-0f5438ccb860,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0b57ff13-7588-45b9-b892-0b3e1f1fd63e,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0b594a0b-563d-4e29-b66b-aaf3305f8850,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
0b5a8baa-ca72-41f0-a19f-c5e0bdd1fd37,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0b62482b-2cf0-42af-90c3-0a288ae90b1a,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0b81538a-4aef-4433-8b7e-cdbcdab7854c,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0
0b8b72b4-95e3-42bb-b2ac-5840e09133b6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0ba7f8da-4a05-4bdf-9f13-bfcb54ac8e58,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
0ba8d49d-2a99-4df3-a608-42fca3924c9a,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
0bc43950-c5fa-4c11-9250-82fc55226b49,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0
