image_id,region_id,region_name
0124737d-da11-48e7-8c98-3499f49a6232,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
01325251-1985-495f-a741-7daa90c23d4b,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
01350d84-802b-4a6a-9733-2ff9ab790bf4,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
013697c4-33cd-4924-912d-642731a093e3,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0150d437-bab4-45c7-beae-fa432c2a1282,8229ee76-9bf8-4a6f-b5ae-478c851ebc0d,Tropical Atlantic
01746896-c721-4dda-97ad-666687afce67,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
01917d64-4dd5-4609-971a-bcaf27507684,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
019bbca9-b469-4609-a31b-ddf70c99674c,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
01bee0f8-ff0a-47fe-aafd-603709bf419f,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
01c92ca3-3c43-4472-84ea-640a3587e18f,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
01c9b732-efbb-43e6-9927-ece2206952d3,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
01ca3235-9d06-4ad1-8534-778ca5c7a7af,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
01ed091b-056a-40ed-a00e-7f4abdaf92c1,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
01f23c66-fa42-4886-81f3-826815b9b1eb,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
01f34799-8ada-4137-b6e3-3dbc6e5abde6,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0215fdb9-5988-4f33-87c4-17793a1138e6,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
023a5ddd-a95a-4753-9c23-ccbf020b7c98,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
023b7a5a-0437-40d5-aef8-c2163dcaa191,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
025cee8c-65f3-48f0-98b6-e2ef90dfd72d,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
02675692-1856-48d4-bf61-84781523b69e,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
02720dab-25a9-41ed-9414-f8399f9fc0b8,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
02784d56-69e8-42e1-a1e6-b766454e245c,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
02843fe3-157f-4e87-b7ff-539304d09616,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
028684fa-eec9-4b5d-af35-a6f4ee52c67d,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0294a1dd-6160-404e-8919-324055726f6d,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
029ea9af-7cf5-4e29-bc01-fa240067be88,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
02a0b38d-ccbf-4920-ad79-ecf063c1954a,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
02baa7b9-ce88-4b63-910c-a8c7e54ee164,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
02c71cc0-b492-4ace-b7f1-66af79abcb4e,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
02e2a87f-78f7-40c3-9d51-b7ba18825f81,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
02e2e379-e2ed-474d-92ce-b60d93a8cd4f,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
02e34640-c3f7-4cb5-84a7-76d6474a1a0f,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
02f3db2d-1ce2-4b8b-8223-0c0ceb674e7c,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
030e1d56-634f-4d9e-9cef-afad37af200d,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
03149e77-1ca9-4816-8ad7-dcca9802db0b,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0316e0a3-0a0b-463e-93bf-c0ccebeac016,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
031ac11f-cff9-4bed-9fd0-f5301437eb0a,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
031f49f1-c046-48fb-bfb6-85573658c94d,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0336796e-4e88-4594-b8da-330a468fd810,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0338ff7c-c133-40d9-8a5e-734366da11ef,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0369e544-741b-4d41-a8dc-910edb7496b5,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
03703000-549a-4c17-b8ad-3ead4249c670,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
03744bf1-49b7-46d5-874d-bae4b0053784,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
037af395-3277-4baf-9d1b-8f76b41f6b16,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
037cae33-7085-48d9-ac53-e6719c177253,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0381d1c3-3af4-4c87-b38b-3f5db42b053c,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
03853f67-d9e3-4cf4-98a3-325c69320748,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
038a2642-3a59-4ff4-a0bd-2f2c3afef131,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
038fff1b-4e5b-487e-92d4-6e203c69082c,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
039dae6f-c3e2-4ca7-b4fb-6d2071703ab5,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
03ae6067-6717-4401-8128-cf71b4e2ff1d,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
03b17b71-29f8-405b-bce9-6071f5e66484,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
03c72352-99ba-42a6-8940-26e96e5f5830,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
03d8f417-3ff9-4a46-94f0-1e61667db85b,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
03de1712-2b34-4f2c-a9e2-07ccef61894d,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
03de1a0f-4746-43a8-8de3-90746b2cf0c1,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
03e6bdc6-9c8a-4e0e-ab4c-ffa854d1cef2,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
03fcac65-3061-4402-889c-383cc1274f7a,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
04033750-cb03-4803-a289-70b9b5b8a220,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
040db350-7b3e-4127-b4dd-1e1d9d617ea4,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
040df433-b75d-4162-af39-c2e60133b144,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0428c24f-fbb1-478e-84cd-969d9ad1019e,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
043361fc-4d8c-4d55-b389-0929a0019738,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
043e47f0-83a1-4535-a66f-7be719602efe,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
043f623b-6c69-463c-bdf6-3fbb46578b1f,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
04437834-4a21-4de6-b2d1-92eedddc0173,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
045eec49-ee88-48db-88aa-0e8af68dad12,8229ee76-9bf8-4a6f-b5ae-478c851ebc0d,Tropical Atlantic
04600329-9ddf-482e-b591-3c60d65e4802,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0464876a-4d17-43b8-ae51-fac431c4f637,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0479ce9b-a962-4a57-b64e-974c865ee9fa,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
048c98fc-1447-4bef-9966-802c73236363,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0490eb7d-8ee9-44a0-b9c2-11973314709a,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
04a3caa4-c470-49ee-ab67-69272d284aed,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
04a6738e-7426-4bee-a826-e164cb09decf,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
04a94f49-77a7-4997-a3c8-a470b5cda3af,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
04afff7a-5bd1-4c10-8c93-10e38da58d3a,8229ee76-9bf8-4a6f-b5ae-478c851ebc0d,Tropical Atlantic
04d6da1c-9e7d-4f4f-a890-aae5f95f8038,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
04ddf077-1ad6-4c7b-aa2f-17a83f6735b4,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
04df5c24-4880-4729-a20f-29c9ec01a26f,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
04f43bb9-5679-482a-b4fc-fbc750dd941a,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
050ef335-e56b-4e52-a547-910e5d0b5540,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
05167b03-b092-4c2a-a04a-d78ebaee1b11,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
051d68e9-3311-463e-9e7b-cc05efc3322b,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0520b992-d0e2-42c9-a65f-c09a34491ec8,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0530264d-10c8-4aa7-966e-eafa2b5a0c82,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0536edd8-f829-4a7d-99ca-1a891b202fc3,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0545b121-6653-489c-94e5-e4c12c4d73a9,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0548ff9a-aeff-4fa9-8427-80c68dd07c42,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
05490150-6193-451d-b5e6-6de73b2571db,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
054e23c9-60b3-45a2-a62e-1ef7265b02a6,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0551e303-2897-4d54-8ee6-22128bca4f82,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0556e09a-ecd9-4e91-8cbc-ee8bb98bf13b,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0570ccaf-3db2-4538-836c-f637b31650f4,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0575d975-851e-40b7-85cb-986931368f93,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0577dfa2-364f-4f5f-a511-79403b31cada,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
059e63de-0bb8-4a81-ad6f-292ce5aa9888,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
05a043cb-64ac-48f6-a7c3-c3ffecd6016c,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
05a882ef-ef3f-4c4f-8a29-be06aaa282e6,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
05d365a6-ec7e-436e-a902-69335521d225,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
05f3e242-9591-4cc1-9223-767c22c80ae8,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
05f5ebfb-accb-40b0-a08e-aa773a9114f0,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
05fa09b8-4bcd-45e5-bf26-4297896ca52f,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
06168b6a-99b2-40f3-a704-86b6110cbe4f,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
061c80f8-462e-400c-9199-cf81f732cefb,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0622e81a-6f73-492f-9614-87e5227de434,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
062404d4-c0af-4ea8-a425-d63019838c62,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0640a5e9-17d5-4f91-9b85-d500f4454a82,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0672bc21-0bf8-4694-9963-e6f81ae181b8,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
067d7073-3fe5-4be3-9b74-1bd87601e122,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
06960775-a2e0-4c9d-a42d-2f111aedf3ec,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
06a816a8-3a0a-4d5d-8be6-a67ce7f57967,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
06a8eafb-d52d-44df-960c-0cd3906e7b83,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
06ae85a3-2540-4484-983c-b141170592eb,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
06af8ef4-9ede-4e28-95fb-e7cecba7193a,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
06b33c9d-661b-410c-b563-d8c67fd0d260,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
06ba410a-bc32-4693-82e8-1e5e90309e68,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
06de4b82-2802-4130-9f45-6f95b9fcbfaa,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
06eb75a3-e086-467e-92fa-5bdfb0a8aa0d,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
06f17d40-0b92-4be9-af3c-abf3636845b2,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
06fb79ec-0b75-4fff-8bad-7a398f03f9ba,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0705d069-72fb-4002-a551-1ee30d6b6653,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
07153d74-b46a-425e-be2e-a87b36450d7b,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
07290c3a-bff7-48e5-9124-866b679e2862,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
07299a3c-899e-40a0-a432-5a33bfc6eadc,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
074ca801-3bb9-420d-8b2c-302422e296e9,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
075c4e7c-cde6-4cbd-8cdd-988433935c4b,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
07616807-0da1-4138-9529-99be9bbf6df5,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
076278d1-2be0-49af-a186-92e4fab86e79,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0772beb9-423c-454f-aafa-31038ccd3882,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0792888f-3fe2-43f5-8ae5-6cf381f47761,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
07ac3180-8fed-4a46-92f9-8dcb4a6b8c7b,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
07ae1380-6266-4bfc-856e-db50b5b8801d,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
07c7b82b-5ede-4fed-a233-ff1ea605a0d0,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
07def4ea-4414-4346-8bb7-b17c1dbea9b1,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
07e2b810-1d9f-4b86-9c8e-3d8be688cd91,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
07f71993-f678-49d4-84c8-6e5ab4b41c64,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
080bd640-8779-4361-81eb-2510f5976538,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
080fbba3-f90c-42ad-9f82-1709cdc155de,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0820ca81-b3ea-4525-af31-79a07ace5e57,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0822132e-b114-44c5-8d02-aed1a18c0238,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
08227c00-302a-4b5f-9a08-58d9b1675704,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0827e389-5b56-4846-b186-b975d81ca226,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
08428ecd-e15c-407c-b6be-29490f82b8c6,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0846dae0-a3c4-4563-9b65-8fc975de721c,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0846dcb4-7dac-47a7-bc8a-c3287bc96f8b,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
08543718-5f4c-4780-b1bd-7c0a6534e264,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
08578be1-e150-445b-93df-6df94a63d7c9,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
085a0525-f1ba-4126-ba91-1e6fdf6879e1,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
086d7044-b4e4-45f1-8189-ccf6dc4687c7,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
086dfe62-bcc0-4dd3-a593-a41472d08a38,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
087de3f6-41c9-4ae2-bf71-a19a6e4fa615,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
087fa38a-91e3-4081-8da3-0f71e1c5f67f,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0883cc49-6585-4775-a42f-39e4f97c6979,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
088db963-9cbf-4cfa-a9a4-18070db71d16,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
089bcbfe-a01e-4770-aed1-db4f8d7b3ab5,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
089e0f3c-8b6b-4548-b3e3-2cb1f25c22ee,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
08b12e14-7d3c-425c-aedd-7a552a49b2f7,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
08d02e3b-fda6-4fe1-ab36-1457c0b14b9f,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
08d45f32-8618-4a96-bfb1-57b3bba86657,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
08da0a96-ff5a-4f7b-aa57-af8ec15e8cc8,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
09015c72-0db0-4916-b521-8bf9174246e3,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0905a907-8882-4424-b826-3a286f438660,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
090c7935-af3e-4473-b2ff-e1d7b57da9a7,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0936c4ed-3627-4ffe-8df5-bf4fc212632b,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
093d4ef6-560a-4f97-b7eb-78707bd4c5f6,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0952ec9f-0413-4afc-bc8f-4e86f07b8671,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0991f7af-ae8c-4051-a90f-eba3bc222cef,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
09a43031-ced0-4d27-9ee6-9e12aba55769,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
09bf1f99-6203-45fb-ae62-b8a7560b4e35,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
09c06588-d026-406e-bdf2-8fa3571db6c1,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
09d7217b-5254-4e18-b458-5c11ce592af2,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
09e8a9b4-b85e-46db-8531-3f5da6e7122a,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
09edd82c-60b1-4bda-9d23-fb416ce74ecd,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
09f12c9a-8b2c-4bfc-bb54-7210c45de6c3,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0a008bd6-11b9-4cf9-9b66-c540fe0a3ec6,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0a103198-5717-4a50-a4b2-2981b14b0902,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0a30644c-9f4b-4a0f-8b77-8a451a6e79e0,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0a3629a6-4cfb-48f3-a6ba-e46d66577547,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0a3dac05-9f7a-4406-9d82-6c22c6e26d31,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0a4918f7-8294-422b-8141-5e1713f2b534,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0a4cfda9-2b7a-4486-8c6e-f9dd13227a2a,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0a509a6b-16da-48b0-98ee-3a3c24f03258,1d31d9ea-e78d-438b-8667-0d63d1aba257,Western Indo-Pacific
0a5586ce-35ac-43c6-9042-3cbb1f5fd93c,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
0a5b2554-6821-4495-8b00-613c24e8a7ee,983267a0-7349-4d3e-a23e-fb9353ca8ba5,Central Indo-Pacific
